Country,Region,ResidenceType,Year,PM25,HealthCategory,HealthImpactScore,lat,long
Haiti,Americas,Towns,2019,9.09,Moderate,2,18.93457513645946,-72.68676252790391
Luxembourg,Europe,Urban,2019,9.11,Moderate,2,49.76678237167175,6.0721581647692275
Australia,Western Pacific,Urban,2019,9.12,Moderate,2,-25.764181552307942,134.30382912393384
Spain,Europe,Towns,2019,9.14,Moderate,2,40.20765398401546,-3.703536252532036
Barbados,Americas,Rural,2019,9.19,Moderate,2,13.181449807744775,-59.55978512281236
Australia,Western Pacific,Towns,2019,9.19,Moderate,2,-25.764181552307942,134.30382912393384
Monaco,Europe,Cities,2019,9.21,Moderate,2,43.75274824120421,7.40627450663944
Monaco,Europe,Total,2019,9.21,Moderate,2,43.75274824120421,7.40627450663944
Monaco,Europe,Urban,2019,9.21,Moderate,2,43.75274824120421,7.40627450663944
Papua New Guinea,Western Pacific,Towns,2019,9.24,Moderate,2,-6.468581389763545,145.20049671341394
Luxembourg,Europe,Towns,2019,9.25,Moderate,2,49.76678237167175,6.0721581647692275
Switzerland,Europe,Urban,2019,9.25,Moderate,2,46.79889642719673,8.206281998124156
Malta,Europe,Rural,2019,9.31,Moderate,2,35.92147212267087,14.405376786768006
Spain,Europe,Total,2019,9.34,Moderate,2,40.20765398401546,-3.703536252532036
Haiti,Americas,Rural,2019,9.35,Moderate,2,18.93457513645946,-72.68676252790391
Lithuania,Europe,Rural,2019,9.39,Moderate,2,55.32377006198488,23.897099877574927
Saint Vincent and the Grenadines,Americas,Total,2019,9.41,Moderate,2,13.224677030556677,-61.201317403766964
Papua New Guinea,Western Pacific,Urban,2019,9.51,Moderate,2,-6.468581389763545,145.20049671341394
Saint Vincent and the Grenadines,Americas,Towns,2019,9.51,Moderate,2,13.224677030556677,-61.201317403766964
Saint Vincent and the Grenadines,Americas,Urban,2019,9.51,Moderate,2,13.224677030556677,-61.201317403766964
United Kingdom of Great Britain and Northern Ireland,Europe,Total,2019,9.52,Moderate,2,54.01164974612877,-2.758142056330439
Brazil,Americas,Rural,2019,9.57,Moderate,2,-10.639048767332707,-53.215733923741304
Denmark,Europe,Towns,2019,9.57,Moderate,2,55.97498217099483,10.042211774911003
Denmark,Europe,Total,2019,9.66,Moderate,2,55.97498217099483,10.042211774911003
Papua New Guinea,Western Pacific,Cities,2019,9.67,Moderate,2,-6.468581389763545,145.20049671341394
Latvia,Europe,Rural,2019,9.68,Moderate,2,56.85952164578425,24.920447008391992
Haiti,Americas,Total,2019,9.69,Moderate,2,18.93457513645946,-72.68676252790391
United Kingdom of Great Britain and Northern Ireland,Europe,Urban,2019,9.71,Moderate,2,54.01164974612877,-2.758142056330439
Germany,Europe,Rural,2019,9.72,Moderate,2,51.05057720039199,10.364371589292613
Spain,Europe,Urban,2019,9.77,Moderate,2,40.20765398401546,-3.703536252532036
Haiti,Americas,Urban,2019,9.78,Moderate,2,18.93457513645946,-72.68676252790391
Barbados,Americas,Total,2019,9.79,Moderate,2,13.181449807744775,-59.55978512281236
Japan,Western Pacific,Rural,2019,9.8,Moderate,2,37.46088047559287,137.6600062659808
Barbados,Americas,Urban,2019,9.83,Moderate,2,13.181449807744775,-59.55978512281236
Barbados,Americas,Cities,2019,9.83,Moderate,2,13.181449807744775,-59.55978512281236
Barbados,Americas,Towns,2019,9.84,Moderate,2,13.181449807744775,-59.55978512281236
Grenada,Americas,Rural,2019,9.84,Moderate,2,12.117242437507342,-61.68221177193215
San Marino,Europe,Total,2019,9.85,Moderate,2,43.94186523533145,12.459215228352486
San Marino,Europe,Towns,2019,9.85,Moderate,2,43.94186523533145,12.459215228352486
San Marino,Europe,Urban,2019,9.85,Moderate,2,43.94186523533145,12.459215228352486
Russian Federation,Europe,Urban,2019,9.86,Moderate,2,66.03172193364617,95.6413766734594
Switzerland,Europe,Cities,2019,9.87,Moderate,2,46.79889642719673,8.206281998124156
Mauritius,Africa,Cities,2019,9.89,Moderate,2,-20.277619585001833,57.57126469549003
Belgium,Europe,Rural,2019,9.91,Moderate,2,50.63889496311262,4.645938194702398
Netherlands (Kingdom of the),Europe,Rural,2019,9.96,Moderate,2,52.22691960090928,4.99154833318456
Singapore,Western Pacific,Rural,2019,9.98,Moderate,2,1.358762240040157,103.817255835084
Switzerland,Europe,Total,2018,10.01,Moderate,2,46.79889642719673,8.206281998124156
Kenya,Africa,Cities,2018,10.02,Moderate,2,0.5994488365065361,37.79622826715814
Denmark,Europe,Total,2018,10.02,Moderate,2,55.97498217099483,10.042211774911003
Saint Vincent and the Grenadines,Americas,Towns,2018,10.04,Moderate,2,13.224677030556677,-61.201317403766964
Saint Vincent and the Grenadines,Americas,Urban,2018,10.04,Moderate,2,13.224677030556677,-61.201317403766964
United Kingdom of Great Britain and Northern Ireland,Europe,Total,2018,10.07,Moderate,2,54.01164974612877,-2.758142056330439
Lithuania,Europe,Rural,2018,10.08,Moderate,2,55.32377006198488,23.897099877574927
Spain,Europe,Total,2018,10.08,Moderate,2,40.20765398401546,-3.703536252532036
Luxembourg,Europe,Towns,2018,10.09,Moderate,2,49.76678237167175,6.0721581647692275
Haiti,Americas,Total,2018,10.23,Moderate,2,18.93457513645946,-72.68676252790391
Brazil,Americas,Towns,2018,10.25,Moderate,2,-10.639048767332707,-53.215733923741304
Russian Federation,Europe,Urban,2018,10.27,Moderate,2,66.03172193364617,95.6413766734594
Latvia,Europe,Rural,2018,10.28,Moderate,2,56.85952164578425,24.920447008391992
United Kingdom of Great Britain and Northern Ireland,Europe,Urban,2018,10.28,Moderate,2,54.01164974612877,-2.758142056330439
Haiti,Americas,Urban,2018,10.31,Moderate,2,18.93457513645946,-72.68676252790391
Grenada,Americas,Rural,2018,10.31,Moderate,2,12.117242437507342,-61.68221177193215
Switzerland,Europe,Urban,2018,10.33,Moderate,2,46.79889642719673,8.206281998124156
Barbados,Americas,Total,2018,10.36,Moderate,2,13.181449807744775,-59.55978512281236
Barbados,Americas,Cities,2018,10.39,Moderate,2,13.181449807744775,-59.55978512281236
Barbados,Americas,Urban,2018,10.4,Moderate,2,13.181449807744775,-59.55978512281236
Barbados,Americas,Towns,2018,10.41,Moderate,2,13.181449807744775,-59.55978512281236
Mauritius,Africa,Urban,2018,10.45,Moderate,2,-20.277619585001833,57.57126469549003
Mauritius,Africa,Total,2018,10.45,Moderate,2,-20.277619585001833,57.57126469549003
Trinidad and Tobago,Americas,Rural,2018,10.47,Moderate,2,10.45717257448732,-61.26590185083753
Mauritius,Africa,Rural,2018,10.47,Moderate,2,-20.277619585001833,57.57126469549003
Denmark,Europe,Urban,2018,10.49,Moderate,2,55.97498217099483,10.042211774911003
Spain,Europe,Urban,2018,10.52,Moderate,2,40.20765398401546,-3.703536252532036
Japan,Western Pacific,Towns,2018,10.52,Moderate,2,37.46088047559287,137.6600062659808
Grenada,Americas,Total,2018,10.57,Moderate,2,12.117242437507342,-61.68221177193215
Russian Federation,Europe,Cities,2018,10.61,Moderate,2,66.03172193364617,95.6413766734594
Germany,Europe,Rural,2018,10.62,Moderate,2,51.05057720039199,10.364371589292613
Netherlands (Kingdom of the),Europe,Rural,2018,10.66,Moderate,2,52.22691960090928,4.99154833318456
United Kingdom of Great Britain and Northern Ireland,Europe,Cities,2018,10.67,Moderate,2,54.01164974612877,-2.758142056330439
Grenada,Americas,Towns,2018,10.71,Moderate,2,12.117242437507342,-61.68221177193215
Grenada,Americas,Urban,2018,10.71,Moderate,2,12.117242437507342,-61.68221177193215
Guyana,Americas,Rural,2018,10.72,Moderate,2,4.789642907600431,-58.97992099271873
Trinidad and Tobago,Americas,Total,2018,10.72,Moderate,2,10.45717257448732,-61.26590185083753
Belgium,Europe,Rural,2018,10.73,Moderate,2,50.63889496311262,4.645938194702398
San Marino,Europe,Total,2018,10.81,Moderate,2,43.94186523533145,12.459215228352486
San Marino,Europe,Towns,2018,10.81,Moderate,2,43.94186523533145,12.459215228352486
San Marino,Europe,Urban,2018,10.81,Moderate,2,43.94186523533145,12.459215228352486
Trinidad and Tobago,Americas,Cities,2018,10.84,Moderate,2,10.45717257448732,-61.26590185083753
Trinidad and Tobago,Americas,Urban,2018,10.85,Moderate,2,10.45717257448732,-61.26590185083753
Belize,Americas,Towns,2018,10.86,Moderate,2,17.19829887063732,-88.71106761807934
Trinidad and Tobago,Americas,Towns,2018,10.86,Moderate,2,10.45717257448732,-61.26590185083753
Japan,Western Pacific,Total,2018,10.87,Moderate,2,37.46088047559287,137.6600062659808
Belize,Americas,Urban,2018,10.87,Moderate,2,17.19829887063732,-88.71106761807934
Belize,Americas,Cities,2018,10.89,Moderate,2,17.19829887063732,-88.71106761807934
Haiti,Americas,Cities,2018,10.89,Moderate,2,18.93457513645946,-72.68676252790391
Belize,Americas,Rural,2018,10.9,Moderate,2,17.19829887063732,-88.71106761807934
Belize,Americas,Total,2018,10.9,Moderate,2,17.19829887063732,-88.71106761807934
Namibia,Africa,Rural,2018,10.92,Moderate,2,-22.069690013855066,17.195019957489034
Spain,Europe,Cities,2018,10.95,Moderate,2,40.20765398401546,-3.703536252532036
Switzerland,Europe,Cities,2018,11.02,Moderate,2,46.79889642719673,8.206281998124156
France,Europe,Towns,2018,11.02,Moderate,2,17.46450657490641,29.608741458505392
Denmark,Europe,Cities,2018,11.1,Moderate,2,55.97498217099483,10.042211774911003
Mauritius,Africa,Towns,2018,11.1,Moderate,2,-20.277619585001833,57.57126469549003
Lithuania,Europe,Total,2018,11.12,Moderate,2,55.32377006198488,23.897099877574927
Japan,Western Pacific,Urban,2018,11.14,Moderate,2,37.46088047559287,137.6600062659808
Brazil,Americas,Total,2018,11.15,Moderate,2,-10.639048767332707,-53.215733923741304
Paraguay,Americas,Rural,2018,11.2,Moderate,2,-23.208909339152218,-58.443432990284975
France,Europe,Total,2018,11.23,Moderate,2,33.14673509914428,70.62428069766611
Netherlands (Kingdom of the),Europe,Towns,2018,11.26,Moderate,2,52.22691960090928,4.99154833318456
Japan,Western Pacific,Cities,2018,11.38,Moderate,2,37.46088047559287,137.6600062659808
Suriname,Americas,Rural,2018,11.38,Moderate,2,4.129848287854486,-55.91243117427252
Austria,Europe,Rural,2018,11.42,Moderate,2,47.592293442958706,14.110430066704852
Brazil,Americas,Urban,2018,11.48,Moderate,2,-10.639048767332707,-53.215733923741304
Netherlands (Kingdom of the),Europe,Total,2018,11.49,Moderate,2,52.22691960090928,4.99154833318456
Germany,Europe,Towns,2018,11.5,Moderate,2,51.05057720039199,10.364371589292613
Guyana,Americas,Total,2018,11.52,Moderate,2,4.789642907600431,-58.97992099271873
Argentina,Americas,Cities,2018,11.58,Moderate,2,-34.68398767122581,-64.76261489391939
Cuba,Americas,Rural,2018,11.61,Moderate,2,21.637935340166706,-78.98705412942007
Netherlands (Kingdom of the),Europe,Urban,2018,11.63,Moderate,2,52.22691960090928,4.99154833318456
Guyana,Americas,Towns,2018,11.68,Moderate,2,4.789642907600431,-58.97992099271873
Germany,Europe,Total,2018,11.7,Moderate,2,51.05057720039199,10.364371589292613
Argentina,Americas,Urban,2018,11.75,Moderate,2,-34.68398767122581,-64.76261489391939
Namibia,Africa,Total,2018,11.88,Moderate,2,-22.069690013855066,17.195019957489034
Netherlands (Kingdom of the),Europe,Cities,2018,11.9,Moderate,2,52.22691960090928,4.99154833318456
Maldives,South-East Asia,Cities,2018,11.91,Moderate,2,3.7284611744052643,73.45708054812312
Belgium,Europe,Towns,2018,11.98,Moderate,2,50.63889496311262,4.645938194702398
Brazil,Americas,Cities,2018,11.99,Moderate,2,-10.639048767332707,-53.215733923741304
Paraguay,Americas,Total,2018,12.11,Moderate,2,-23.208909339152218,-58.443432990284975
Guyana,Americas,Urban,2018,12.14,Moderate,2,4.789642907600431,-58.97992099271873
Panama,Americas,Rural,2018,12.14,Moderate,2,8.52023299495937,-80.11877624020535
Germany,Europe,Urban,2018,12.15,Moderate,2,51.05057720039199,10.364371589292613
Belgium,Europe,Total,2018,12.16,Moderate,2,50.63889496311262,4.645938194702398
France,Europe,Urban,2018,12.2,Moderate,2,46.08033482916653,55.27406128589064
Maldives,South-East Asia,Urban,2018,12.2,Moderate,2,3.7284611744052643,73.45708054812312
Lithuania,Europe,Towns,2018,12.28,Moderate,2,55.32377006198488,23.897099877574927
Latvia,Europe,Towns,2018,12.32,Moderate,2,56.85952164578425,24.920447008391992
Paraguay,Americas,Towns,2018,12.36,Moderate,2,-23.208909339152218,-58.443432990284975
Panama,Americas,Total,2018,12.37,Moderate,2,8.52023299495937,-80.11877624020535
Kenya,Africa,Urban,2018,12.38,Moderate,2,0.5994488365065361,37.79622826715814
Zimbabwe,Africa,Rural,2018,12.4,Moderate,2,-18.997046809067218,29.851013379676168
Guyana,Americas,Cities,2018,12.44,Moderate,2,4.789642907600431,-58.97992099271873
Namibia,Africa,Towns,2018,12.44,Moderate,2,-22.069690013855066,17.195019957489034
Austria,Europe,Towns,2018,12.45,Moderate,2,47.592293442958706,14.110430066704852
Maldives,South-East Asia,Total,2018,12.47,Moderate,2,3.7284611744052643,73.45708054812312
Panama,Americas,Cities,2018,12.48,Moderate,2,8.52023299495937,-80.11877624020535
Belgium,Europe,Urban,2018,12.49,Moderate,2,50.63889496311262,4.645938194702398
Lithuania,Europe,Urban,2018,12.5,Moderate,2,55.32377006198488,23.897099877574927
Panama,Americas,Urban,2018,12.52,Moderate,2,8.52023299495937,-80.11877624020535
Argentina,Americas,Towns,2018,12.55,Moderate,2,-34.68398767122581,-64.76261489391939
Kenya,Africa,Total,2018,12.58,Moderate,2,0.5994488365065361,37.79622826715814
Argentina,Americas,Total,2018,12.6,Moderate,2,-34.68398767122581,-64.76261489391939
Botswana,Africa,Rural,2018,12.62,Moderate,2,-22.16524478709958,23.808612894002028
Panama,Americas,Towns,2018,12.64,Moderate,2,8.52023299495937,-80.11877624020535
Austria,Europe,Total,2018,12.68,Moderate,2,47.592293442958706,14.110430066704852
Lithuania,Europe,Cities,2018,12.73,Moderate,2,55.32377006198488,23.897099877574927
Suriname,Americas,Total,2018,12.75,Moderate,2,4.129848287854486,-55.91243117427252
Kenya,Africa,Rural,2018,12.75,Moderate,2,0.5994488365065361,37.79622826715814
Ukraine,Europe,Rural,2018,12.83,Moderate,2,49.19560823173951,31.315583848435377
Latvia,Europe,Total,2018,12.84,Moderate,2,56.85952164578425,24.920447008391992
Botswana,Africa,Total,2018,12.95,Moderate,2,-22.16524478709958,23.808612894002028
France,Europe,Cities,2018,12.97,Moderate,2,5.325729460455477,1.4916830603033304
Germany,Europe,Cities,2018,12.97,Moderate,2,51.05057720039199,10.364371589292613
Republic of Moldova,Europe,Rural,2018,12.97,Moderate,2,47.18717283670143,28.465619168033435
Morocco,Eastern Mediterranean,Rural,2018,13,Moderate,2,29.76685913718276,-8.727847752068008
Malta,Europe,Towns,2018,13.02,Moderate,2,35.92147212267087,14.405376786768006
Paraguay,Americas,Urban,2018,13.1,Moderate,2,-23.208909339152218,-58.443432990284975
Singapore,Western Pacific,Cities,2018,13.12,Moderate,2,1.358762240040157,103.817255835084
Singapore,Western Pacific,Total,2018,13.12,Moderate,2,1.358762240040157,103.817255835084
Singapore,Western Pacific,Urban,2018,13.12,Moderate,2,1.358762240040157,103.817255835084
Zimbabwe,Africa,Total,2018,13.12,Moderate,2,-18.997046809067218,29.851013379676168
Zimbabwe,Africa,Towns,2018,13.16,Moderate,2,-18.997046809067218,29.851013379676168
Maldives,South-East Asia,Rural,2018,13.17,Moderate,2,3.7284611744052643,73.45708054812312
Namibia,Africa,Urban,2018,13.17,Moderate,2,-22.069690013855066,17.195019957489034
Republic of Moldova,Europe,Towns,2018,13.21,Moderate,2,47.18717283670143,28.465619168033435
Maldives,South-East Asia,Towns,2018,13.26,Moderate,2,3.7284611744052643,73.45708054812312
Belgium,Europe,Cities,2018,13.27,Moderate,2,50.63889496311262,4.645938194702398
Republic of Moldova,Europe,Total,2018,13.3,Moderate,2,47.18717283670143,28.465619168033435
Paraguay,Americas,Cities,2018,13.37,Moderate,2,-23.208909339152218,-58.443432990284975
Suriname,Americas,Towns,2018,13.39,Moderate,2,4.129848287854486,-55.91243117427252
Morocco,Eastern Mediterranean,Towns,2018,13.4,Moderate,2,29.76685913718276,-8.727847752068008
Argentina,Americas,Rural,2018,13.44,Moderate,2,-34.68398767122581,-64.76261489391939
Morocco,Eastern Mediterranean,Total,2018,13.58,Moderate,2,29.76685913718276,-8.727847752068008
Austria,Europe,Urban,2018,13.66,Moderate,2,47.592293442958706,14.110430066704852
Somalia,Eastern Mediterranean,Towns,2018,13.66,Moderate,2,4.7394062218941135,45.67929283895279
Suriname,Americas,Urban,2018,13.67,Moderate,2,4.129848287854486,-55.91243117427252
Republic of Moldova,Europe,Urban,2018,13.7,Moderate,2,47.18717283670143,28.465619168033435
Greece,Europe,Rural,2018,13.73,Moderate,2,39.047959603655926,22.96428544230628
Colombia,Americas,Rural,2018,13.76,Moderate,2,3.9034800533900924,-73.07703226574134
Cyprus,Europe,Rural,2018,13.77,Moderate,2,34.91708733807884,33.00581030462204
Malta,Europe,Total,2018,13.79,Moderate,2,35.92147212267087,14.405376786768006
Malta,Europe,Urban,2018,13.8,Moderate,2,35.92147212267087,14.405376786768006
Italy,Europe,Rural,2018,13.82,Moderate,2,42.71568614580387,12.201048504731768
Morocco,Eastern Mediterranean,Urban,2018,13.84,Moderate,2,29.76685913718276,-8.727847752068008
Cuba,Americas,Towns,2018,13.84,Moderate,2,21.637935340166706,-78.98705412942007
Ukraine,Europe,Towns,2018,13.85,Moderate,2,49.19560823173951,31.315583848435377
Colombia,Americas,Towns,2018,13.87,Moderate,2,3.9034800533900924,-73.07703226574134
Suriname,Americas,Cities,2018,13.87,Moderate,2,4.129848287854486,-55.91243117427252
Belarus,Europe,Rural,2018,13.93,Moderate,2,53.51952055703963,28.014955094802563
Malta,Europe,Cities,2018,13.96,Moderate,2,35.92147212267087,14.405376786768006
Morocco,Eastern Mediterranean,Cities,2018,14.01,Moderate,2,29.76685913718276,-8.727847752068008
Namibia,Africa,Cities,2018,14.02,Moderate,2,-22.069690013855066,17.195019957489034
Botswana,Africa,Towns,2018,14.08,Moderate,2,-22.16524478709958,23.808612894002028
Comoros,Africa,Rural,2018,14.08,Moderate,2,-11.877908568325992,43.68165678594181
South Africa,Africa,Rural,2018,14.22,Moderate,2,-28.974208514441116,25.193438224147595
Ukraine,Europe,Total,2018,14.24,Moderate,2,49.19560823173951,31.315583848435377
Cuba,Americas,Total,2018,14.28,Moderate,2,21.637935340166706,-78.98705412942007
Kenya,Africa,Towns,2018,14.39,Moderate,2,0.5994488365065361,37.79622826715814
Comoros,Africa,Total,2018,14.42,Moderate,2,-11.877908568325992,43.68165678594181
Comoros,Africa,Towns,2018,14.42,Moderate,2,-11.877908568325992,43.68165678594181
Somalia,Eastern Mediterranean,Rural,2018,14.44,Moderate,2,4.7394062218941135,45.67929283895279
Romania,Europe,Rural,2018,14.45,Moderate,2,45.84841398366041,24.983181796396863
Somalia,Eastern Mediterranean,Total,2018,14.45,Moderate,2,4.7394062218941135,45.67929283895279
Zimbabwe,Africa,Urban,2018,14.48,Moderate,2,-18.997046809067218,29.851013379676168
United Republic of Tanzania,Africa,Rural,2018,14.52,Moderate,2,-6.268247790104617,34.80181064134596
Comoros,Africa,Urban,2018,14.53,Moderate,2,-11.877908568325992,43.68165678594181
Somalia,Eastern Mediterranean,Urban,2018,14.54,Moderate,2,4.7394062218941135,45.67929283895279
Jamaica,Americas,Rural,2018,14.56,Moderate,2,18.157450872676606,-77.31439583142861
Austria,Europe,Cities,2018,14.61,Moderate,2,47.592293442958706,14.110430066704852
Botswana,Africa,Urban,2018,14.64,Moderate,2,-22.16524478709958,23.808612894002028
Eswatini,Africa,Rural,2018,14.66,Moderate,2,-26.557546489339305,31.48186961105198
